,ANO,MÊS,GRANDE REGIÃO,UNIDADE DA FEDERAÇÃO,PRODUTOR,PRODUTO,PRODUÇÃO
268,2005,JAN,REGIÃO SUL,RIO GRANDE DO SUL,GRANOL (CACHOEIRA DO SUL),BIODIESEL,0
269,2005,JAN,REGIÃO SUL,RIO GRANDE DO SUL,FUGA,BIODIESEL,0
270,2005,JAN,REGIÃO SUL,SANTA CATARINA,SEARA,BIODIESEL,0
271,2005,JAN,REGIÃO SUL,RIO GRANDE DO SUL,TRES TENTOS,BIODIESEL,0
272,2005,JAN,REGIÃO SUL,RIO GRANDE DO SUL,OLFAR,BIODIESEL,0
273,2005,JAN,REGIÃO SUL,RIO GRANDE DO SUL,OLEOPLAN,BIODIESEL,0
274,2005,JAN,REGIÃO SUL,PARANÁ,POTENCIAL,BIODIESEL,0
275,2005,JAN,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,0
276,2005,JAN,REGIÃO SUL,PARANÁ,BIOPAR BIOENERGIA,BIODIESEL,0
277,2005,JAN,REGIÃO SUL,PARANÁ,BIOLIX,BIODIESEL,0
278,2005,JAN,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,0
279,2005,JAN,REGIÃO SUL,PARANÁ,BIGFRANGO,BIODIESEL,0
280,2005,JAN,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,0
281,2005,JAN,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS,BIODIESEL,0
282,2005,JAN,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,0
283,2005,JAN,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (ROSARIO DO SUL),BIODIESEL,0
284,2005,JAN,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,0
285,2005,JAN,REGIÃO SUL,RIO GRANDE DO SUL,BRASIL ECODIESEL (ROSARIO DO SUL),BIODIESEL,0
286,2005,OUT,REGIÃO SUDESTE,RIO DE JANEIRO,GRAN-VALLE,BIODIESEL,0
287,2005,OUT,REGIÃO SUDESTE,SÃO PAULO,GRANOL (CAMPINAS),BIODIESEL,0
288,2005,OUT,REGIÃO SUDESTE,SÃO PAULO,FRIGOL,BIODIESEL,0
289,2005,OUT,REGIÃO SUDESTE,SÃO PAULO,INNOVATTI,BIODIESEL,0
290,2005,OUT,REGIÃO SUDESTE,RIO DE JANEIRO,CESBRA,BIODIESEL,0
291,2005,OUT,REGIÃO SUDESTE,SÃO PAULO,FERTIBOM,BIODIESEL,0
292,2005,OUT,REGIÃO SUDESTE,SÃO PAULO,SP Bio,BIODIESEL,0
293,2005,OUT,REGIÃO SUDESTE,MINAS GERAIS,SOYMINAS,BIODIESEL,0
294,2005,OUT,REGIÃO SUDESTE,SÃO PAULO,PRISMA,BIODIESEL,0
295,2005,OUT,REGIÃO SUDESTE,SÃO PAULO,BIOCAPITAL,BIODIESEL,0
296,2005,OUT,REGIÃO SUDESTE,RIO DE JANEIRO,OLFAR,BIODIESEL,0
297,2005,OUT,REGIÃO SUDESTE,MINAS GERAIS,PETROBRAS (MONTES CLAROS),BIODIESEL,0
298,2005,OUT,REGIÃO SUDESTE,SÃO PAULO,ORLANDIA,BIODIESEL,0
299,2005,OUT,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
300,2005,OUT,REGIÃO SUDESTE,MINAS GERAIS,B 100 (EX-BIOMINAS),BIODIESEL,0
301,2005,OUT,REGIÃO SUDESTE,MINAS GERAIS,ABDIESEL,BIODIESEL,0
302,2005,OUT,REGIÃO SUDESTE,SÃO PAULO,BIOVERDE (EX-BIOPETROSUL),BIODIESEL,0
303,2005,OUT,REGIÃO SUDESTE,SÃO PAULO,BIO PETRO,BIODIESEL,0
304,2005,OUT,REGIÃO SUDESTE,MINAS GERAIS,BIOSEP,BIODIESEL,0
305,2005,NOV,REGIÃO SUDESTE,RIO DE JANEIRO,GRAN-VALLE,BIODIESEL,0
306,2005,NOV,REGIÃO SUDESTE,SÃO PAULO,GRANOL (CAMPINAS),BIODIESEL,0
307,2005,NOV,REGIÃO SUDESTE,SÃO PAULO,FRIGOL,BIODIESEL,0
308,2005,NOV,REGIÃO SUDESTE,SÃO PAULO,INNOVATTI,BIODIESEL,0
309,2005,NOV,REGIÃO SUDESTE,RIO DE JANEIRO,CESBRA,BIODIESEL,0
310,2005,NOV,REGIÃO SUDESTE,SÃO PAULO,FERTIBOM,BIODIESEL,0
311,2005,NOV,REGIÃO SUDESTE,SÃO PAULO,SP Bio,BIODIESEL,0
312,2005,NOV,REGIÃO SUDESTE,MINAS GERAIS,SOYMINAS,BIODIESEL,0
313,2005,NOV,REGIÃO SUDESTE,SÃO PAULO,BIOCAPITAL,BIODIESEL,0
314,2005,NOV,REGIÃO SUDESTE,SÃO PAULO,PRISMA,BIODIESEL,0
315,2005,NOV,REGIÃO SUDESTE,RIO DE JANEIRO,OLFAR,BIODIESEL,0
316,2005,NOV,REGIÃO SUDESTE,MINAS GERAIS,PETROBRAS (MONTES CLAROS),BIODIESEL,0
317,2005,NOV,REGIÃO SUDESTE,SÃO PAULO,ORLANDIA,BIODIESEL,0
318,2005,NOV,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
319,2005,NOV,REGIÃO SUDESTE,MINAS GERAIS,B 100 (EX-BIOMINAS),BIODIESEL,0
320,2005,NOV,REGIÃO SUDESTE,MINAS GERAIS,ABDIESEL,BIODIESEL,0
321,2005,NOV,REGIÃO SUDESTE,SÃO PAULO,BIOVERDE (EX-BIOPETROSUL),BIODIESEL,0
322,2005,NOV,REGIÃO SUDESTE,SÃO PAULO,BIO PETRO,BIODIESEL,0
323,2005,NOV,REGIÃO SUDESTE,MINAS GERAIS,BIOSEP,BIODIESEL,0
324,2005,MAR,REGIÃO CENTRO-OESTE,GOIÁS,GRANOL (ANÁPOLIS),BIODIESEL,0
325,2005,MAR,REGIÃO CENTRO-OESTE,GOIÁS,JATAI,BIODIESEL,0
326,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,COFCO,BIODIESEL,0
327,2005,MAR,REGIÃO CENTRO-OESTE,GOIÁS,MINERVA,BIODIESEL,0
328,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,FIAGRIL,BIODIESEL,0
329,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,DELTA CUIABA,BIODIESEL,0
330,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,DELTA BIOCOMBUSTÍVEIS,BIODIESEL,0
331,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,GRUPAL (EX-COOAMI),BIODIESEL,0
332,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,CLV,BIODIESEL,0
333,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERFELIZ,BIODIESEL,0
334,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (LUCAS DO RIO VERDE),BIODIESEL,0
335,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,COOMISA,BIODIESEL,0
336,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (CUIABA),BIODIESEL,0
337,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,RENOBRAS,BIODIESEL,0
338,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,USIBIO,BIODIESEL,0
339,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,TECNODIESEL,BIODIESEL,0
340,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,SSIL,BIODIESEL,0
341,2005,MAR,REGIÃO CENTRO-OESTE,GOIÁS,OLFAR,BIODIESEL,0
342,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,0
343,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,BIOCAR,BIODIESEL,0
344,2005,MAR,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,0
345,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO BRAZILIAN,BIODIESEL,0
346,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,0
347,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,0
348,2005,MAR,REGIÃO CENTRO-OESTE,GOIÁS,BIONASA,BIODIESEL,0
349,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,AGRENCO,BIODIESEL,0
350,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,AGROSOJA,BIODIESEL,0
351,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,0
352,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BEIRA RIO,BIODIESEL,0
353,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
354,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,ALIANÇA,BIODIESEL,0
355,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,ARAGUASSU,BIODIESEL,0
356,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,0
357,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,0
358,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BARRALCOOL,BIODIESEL,0
359,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,0
360,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,0
361,2005,MAR,REGIÃO CENTRO-OESTE,GOIÁS,CEREAL,BIODIESEL,0
362,2005,MAR,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,0
363,2005,MAR,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,0
364,2005,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,0
365,2005,ABR,REGIÃO CENTRO-OESTE,GOIÁS,GRANOL (ANÁPOLIS),BIODIESEL,0
366,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,FIAGRIL,BIODIESEL,0
367,2005,ABR,REGIÃO CENTRO-OESTE,GOIÁS,JATAI,BIODIESEL,0
368,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,COFCO,BIODIESEL,0
369,2005,ABR,REGIÃO CENTRO-OESTE,GOIÁS,MINERVA,BIODIESEL,0
370,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,DELTA CUIABA,BIODIESEL,0
371,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,DELTA BIOCOMBUSTÍVEIS,BIODIESEL,0
372,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,GRUPAL (EX-COOAMI),BIODIESEL,0
373,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,CLV,BIODIESEL,0
374,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERFELIZ,BIODIESEL,0
375,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (LUCAS DO RIO VERDE),BIODIESEL,0
376,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,COOMISA,BIODIESEL,0
377,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (CUIABA),BIODIESEL,0
378,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,RENOBRAS,BIODIESEL,0
379,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,USIBIO,BIODIESEL,0
380,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,TECNODIESEL,BIODIESEL,0
381,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,SSIL,BIODIESEL,0
382,2005,ABR,REGIÃO CENTRO-OESTE,GOIÁS,OLFAR,BIODIESEL,0
383,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,0
384,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,BIOCAR,BIODIESEL,0
385,2005,ABR,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,0
386,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO BRAZILIAN,BIODIESEL,0
387,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,0
388,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,0
389,2005,ABR,REGIÃO CENTRO-OESTE,GOIÁS,BIONASA,BIODIESEL,0
390,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,AGRENCO,BIODIESEL,0
391,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,AGROSOJA,BIODIESEL,0
392,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,0
393,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,BEIRA RIO,BIODIESEL,0
394,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
395,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,ALIANÇA,BIODIESEL,0
396,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,ARAGUASSU,BIODIESEL,0
397,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,0
398,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,0
399,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,BARRALCOOL,BIODIESEL,0
400,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,0
401,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,0
402,2005,ABR,REGIÃO CENTRO-OESTE,GOIÁS,CEREAL,BIODIESEL,0
403,2005,ABR,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,0
404,2005,ABR,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,0
405,2005,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,0
406,2005,JAN,REGIÃO CENTRO-OESTE,GOIÁS,GRANOL (ANÁPOLIS),BIODIESEL,0
407,2005,JAN,REGIÃO CENTRO-OESTE,GOIÁS,JATAI,BIODIESEL,0
408,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,COFCO,BIODIESEL,0
409,2005,JAN,REGIÃO CENTRO-OESTE,GOIÁS,MINERVA,BIODIESEL,0
410,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,DELTA CUIABA,BIODIESEL,0
411,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,COOMISA,BIODIESEL,0
412,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,GRUPAL (EX-COOAMI),BIODIESEL,0
413,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,DELTA BIOCOMBUSTÍVEIS,BIODIESEL,0
414,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,CLV,BIODIESEL,0
415,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,FIAGRIL,BIODIESEL,0
416,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (LUCAS DO RIO VERDE),BIODIESEL,0
417,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERFELIZ,BIODIESEL,0
418,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (CUIABA),BIODIESEL,0
419,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,RENOBRAS,BIODIESEL,0
420,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,USIBIO,BIODIESEL,0
421,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,TECNODIESEL,BIODIESEL,0
422,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,SSIL,BIODIESEL,0
423,2005,JAN,REGIÃO CENTRO-OESTE,GOIÁS,OLFAR,BIODIESEL,0
424,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,0
425,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,BIOCAR,BIODIESEL,0
426,2005,JAN,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,0
427,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO BRAZILIAN,BIODIESEL,0
428,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,0
429,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,0
430,2005,JAN,REGIÃO CENTRO-OESTE,GOIÁS,BIONASA,BIODIESEL,0
431,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,ALIANÇA,BIODIESEL,0
432,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,AGROSOJA,BIODIESEL,0
433,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,AGRENCO,BIODIESEL,0
434,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,0
435,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
436,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,BEIRA RIO,BIODIESEL,0
437,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,ARAGUASSU,BIODIESEL,0
438,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,0
439,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,0
440,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,BARRALCOOL,BIODIESEL,0
441,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,0
442,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,0
443,2005,JAN,REGIÃO CENTRO-OESTE,GOIÁS,CEREAL,BIODIESEL,0
444,2005,JAN,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,0
445,2005,JAN,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,0
446,2005,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,0
447,2005,FEV,REGIÃO CENTRO-OESTE,GOIÁS,GRANOL (ANÁPOLIS),BIODIESEL,0
448,2005,FEV,REGIÃO CENTRO-OESTE,GOIÁS,JATAI,BIODIESEL,0
449,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,COFCO,BIODIESEL,0
450,2005,FEV,REGIÃO CENTRO-OESTE,GOIÁS,MINERVA,BIODIESEL,0
451,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,DELTA CUIABA,BIODIESEL,0
452,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,DELTA BIOCOMBUSTÍVEIS,BIODIESEL,0
453,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,GRUPAL (EX-COOAMI),BIODIESEL,0
454,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,CLV,BIODIESEL,0
455,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,FIAGRIL,BIODIESEL,0
456,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERFELIZ,BIODIESEL,0
457,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (LUCAS DO RIO VERDE),BIODIESEL,0
458,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,COOMISA,BIODIESEL,0
459,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,COOPERBIO (CUIABA),BIODIESEL,0
460,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,RENOBRAS,BIODIESEL,0
461,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,USIBIO,BIODIESEL,0
462,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,TECNODIESEL,BIODIESEL,0
463,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,SSIL,BIODIESEL,0
464,2005,FEV,REGIÃO CENTRO-OESTE,GOIÁS,OLFAR,BIODIESEL,0
465,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,0
466,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,BIOCAR,BIODIESEL,0
467,2005,FEV,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,0
468,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO BRAZILIAN,BIODIESEL,0
469,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,0
470,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,0
471,2005,FEV,REGIÃO CENTRO-OESTE,GOIÁS,BIONASA,BIODIESEL,0
472,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,AGRENCO,BIODIESEL,0
473,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,AGROSOJA,BIODIESEL,0
474,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,0
475,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
476,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BEIRA RIO,BIODIESEL,0
477,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,ALIANÇA,BIODIESEL,0
478,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,ARAGUASSU,BIODIESEL,0
479,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,0
480,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,0
481,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BARRALCOOL,BIODIESEL,0
482,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,0
483,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,0
484,2005,FEV,REGIÃO CENTRO-OESTE,GOIÁS,CEREAL,BIODIESEL,0
485,2005,FEV,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,0
486,2005,FEV,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,0
487,2005,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,0
488,2005,JAN,REGIÃO SUDESTE,SÃO PAULO,GRANOL (CAMPINAS),BIODIESEL,0
489,2005,JAN,REGIÃO SUDESTE,SÃO PAULO,FRIGOL,BIODIESEL,0
490,2005,JAN,REGIÃO SUDESTE,RIO DE JANEIRO,GRAN-VALLE,BIODIESEL,0
491,2005,JAN,REGIÃO SUDESTE,SÃO PAULO,INNOVATTI,BIODIESEL,0
492,2005,JAN,REGIÃO SUDESTE,RIO DE JANEIRO,CESBRA,BIODIESEL,0
493,2005,JAN,REGIÃO SUDESTE,SÃO PAULO,FERTIBOM,BIODIESEL,0
494,2005,JAN,REGIÃO SUDESTE,MINAS GERAIS,SOYMINAS,BIODIESEL,0
495,2005,JAN,REGIÃO SUDESTE,SÃO PAULO,SP Bio,BIODIESEL,0
496,2005,JAN,REGIÃO SUDESTE,SÃO PAULO,PRISMA,BIODIESEL,0
497,2005,JAN,REGIÃO SUDESTE,SÃO PAULO,BIOCAPITAL,BIODIESEL,0
498,2005,JAN,REGIÃO SUDESTE,SÃO PAULO,ORLANDIA,BIODIESEL,0
499,2005,JAN,REGIÃO SUDESTE,RIO DE JANEIRO,OLFAR,BIODIESEL,0
500,2005,JAN,REGIÃO SUDESTE,MINAS GERAIS,PETROBRAS (MONTES CLAROS),BIODIESEL,0
501,2005,JAN,REGIÃO SUDESTE,MINAS GERAIS,B 100 (EX-BIOMINAS),BIODIESEL,0
502,2005,JAN,REGIÃO SUDESTE,MINAS GERAIS,ABDIESEL,BIODIESEL,0
503,2005,JAN,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
504,2005,JAN,REGIÃO SUDESTE,SÃO PAULO,BIOVERDE (EX-BIOPETROSUL),BIODIESEL,0
505,2005,JAN,REGIÃO SUDESTE,MINAS GERAIS,BIOSEP,BIODIESEL,0
506,2005,JAN,REGIÃO SUDESTE,SÃO PAULO,BIO PETRO,BIODIESEL,0
507,2005,FEV,REGIÃO SUDESTE,SÃO PAULO,GRANOL (CAMPINAS),BIODIESEL,0
508,2005,FEV,REGIÃO SUDESTE,SÃO PAULO,FRIGOL,BIODIESEL,0
509,2005,FEV,REGIÃO SUDESTE,RIO DE JANEIRO,GRAN-VALLE,BIODIESEL,0
510,2005,FEV,REGIÃO SUDESTE,SÃO PAULO,INNOVATTI,BIODIESEL,0
511,2005,FEV,REGIÃO SUDESTE,RIO DE JANEIRO,CESBRA,BIODIESEL,0
512,2005,FEV,REGIÃO SUDESTE,SÃO PAULO,FERTIBOM,BIODIESEL,0
513,2005,FEV,REGIÃO SUDESTE,MINAS GERAIS,SOYMINAS,BIODIESEL,0
514,2005,FEV,REGIÃO SUDESTE,SÃO PAULO,SP Bio,BIODIESEL,0
515,2005,FEV,REGIÃO SUDESTE,SÃO PAULO,PRISMA,BIODIESEL,0
516,2005,FEV,REGIÃO SUDESTE,SÃO PAULO,BIOCAPITAL,BIODIESEL,0
517,2005,FEV,REGIÃO SUDESTE,SÃO PAULO,ORLANDIA,BIODIESEL,0
518,2005,FEV,REGIÃO SUDESTE,RIO DE JANEIRO,OLFAR,BIODIESEL,0
519,2005,FEV,REGIÃO SUDESTE,MINAS GERAIS,PETROBRAS (MONTES CLAROS),BIODIESEL,0
520,2005,FEV,REGIÃO SUDESTE,MINAS GERAIS,B 100 (EX-BIOMINAS),BIODIESEL,0
521,2005,FEV,REGIÃO SUDESTE,MINAS GERAIS,ABDIESEL,BIODIESEL,0
522,2005,FEV,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
523,2005,FEV,REGIÃO SUDESTE,SÃO PAULO,BIOVERDE (EX-BIOPETROSUL),BIODIESEL,0
524,2005,FEV,REGIÃO SUDESTE,SÃO PAULO,BIO PETRO,BIODIESEL,0
525,2005,FEV,REGIÃO SUDESTE,MINAS GERAIS,BIOSEP,BIODIESEL,0
