,ANO,MÊS,GRANDE REGIÃO,UNIDADE DA FEDERAÇÃO,PRODUTOR,PRODUTO,PRODUÇÃO
0,2005,ABR,REGIÃO SUL,RIO GRANDE DO SUL,GRANOL (CACHOEIRA DO SUL),BIODIESEL,0
1,2005,ABR,REGIÃO SUL,RIO GRANDE DO SUL,FUGA,BIODIESEL,0
2,2005,ABR,REGIÃO SUL,SANTA CATARINA,SEARA,BIODIESEL,0
3,2005,ABR,REGIÃO SUL,RIO GRANDE DO SUL,TRES TENTOS,BIODIESEL,0
4,2005,ABR,REGIÃO SUL,RIO GRANDE DO SUL,OLFAR,BIODIESEL,0
5,2005,ABR,REGIÃO SUL,RIO GRANDE DO SUL,OLEOPLAN,BIODIESEL,0
6,2005,ABR,REGIÃO SUL,PARANÁ,POTENCIAL,BIODIESEL,0
7,2005,ABR,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,0
8,2005,ABR,REGIÃO SUL,PARANÁ,BIOPAR BIOENERGIA,BIODIESEL,0
9,2005,ABR,REGIÃO SUL,PARANÁ,BIOLIX,BIODIESEL,0
10,2005,ABR,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,0
11,2005,ABR,REGIÃO SUL,PARANÁ,BIGFRANGO,BIODIESEL,0
12,2005,ABR,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,0
13,2005,ABR,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS,BIODIESEL,0
14,2005,ABR,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,0
15,2005,ABR,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (ROSARIO DO SUL),BIODIESEL,0
16,2005,ABR,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,0
17,2005,ABR,REGIÃO SUL,RIO GRANDE DO SUL,BRASIL ECODIESEL (ROSARIO DO SUL),BIODIESEL,0
18,2005,MAI,REGIÃO SUL,RIO GRANDE DO SUL,GRANOL (CACHOEIRA DO SUL),BIODIESEL,0
19,2005,MAI,REGIÃO SUL,RIO GRANDE DO SUL,FUGA,BIODIESEL,0
20,2005,MAI,REGIÃO SUL,SANTA CATARINA,SEARA,BIODIESEL,0
21,2005,MAI,REGIÃO SUL,RIO GRANDE DO SUL,TRES TENTOS,BIODIESEL,0
22,2005,MAI,REGIÃO SUL,RIO GRANDE DO SUL,OLFAR,BIODIESEL,0
23,2005,MAI,REGIÃO SUL,RIO GRANDE DO SUL,OLEOPLAN,BIODIESEL,0
24,2005,MAI,REGIÃO SUL,PARANÁ,POTENCIAL,BIODIESEL,0
25,2005,MAI,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,0
26,2005,MAI,REGIÃO SUL,PARANÁ,BIOPAR BIOENERGIA,BIODIESEL,0
27,2005,MAI,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,0
28,2005,MAI,REGIÃO SUL,PARANÁ,BIGFRANGO,BIODIESEL,0
29,2005,MAI,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,0
30,2005,MAI,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,0
31,2005,MAI,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS,BIODIESEL,0
32,2005,MAI,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (ROSARIO DO SUL),BIODIESEL,0
33,2005,MAI,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,0
34,2005,MAI,REGIÃO SUL,RIO GRANDE DO SUL,BRASIL ECODIESEL (ROSARIO DO SUL),BIODIESEL,0
35,2005,FEV,REGIÃO SUL,RIO GRANDE DO SUL,GRANOL (CACHOEIRA DO SUL),BIODIESEL,0
36,2005,FEV,REGIÃO SUL,RIO GRANDE DO SUL,FUGA,BIODIESEL,0
37,2005,FEV,REGIÃO SUL,SANTA CATARINA,SEARA,BIODIESEL,0
38,2005,FEV,REGIÃO SUL,RIO GRANDE DO SUL,TRES TENTOS,BIODIESEL,0
39,2005,FEV,REGIÃO SUL,RIO GRANDE DO SUL,OLFAR,BIODIESEL,0
40,2005,FEV,REGIÃO SUL,RIO GRANDE DO SUL,OLEOPLAN,BIODIESEL,0
41,2005,FEV,REGIÃO SUL,PARANÁ,POTENCIAL,BIODIESEL,0
42,2005,FEV,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,0
43,2005,FEV,REGIÃO SUL,PARANÁ,BIOPAR BIOENERGIA,BIODIESEL,0
44,2005,FEV,REGIÃO SUL,PARANÁ,BIOLIX,BIODIESEL,0
45,2005,FEV,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,0
46,2005,FEV,REGIÃO SUL,PARANÁ,BIGFRANGO,BIODIESEL,0
47,2005,FEV,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,0
48,2005,FEV,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS,BIODIESEL,0
49,2005,FEV,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,0
50,2005,FEV,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (ROSARIO DO SUL),BIODIESEL,0
51,2005,FEV,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,0
52,2005,FEV,REGIÃO SUL,RIO GRANDE DO SUL,BRASIL ECODIESEL (ROSARIO DO SUL),BIODIESEL,0
53,2005,MAR,REGIÃO SUL,RIO GRANDE DO SUL,GRANOL (CACHOEIRA DO SUL),BIODIESEL,0
54,2005,MAR,REGIÃO SUL,RIO GRANDE DO SUL,FUGA,BIODIESEL,0
55,2005,MAR,REGIÃO SUL,SANTA CATARINA,SEARA,BIODIESEL,0
56,2005,MAR,REGIÃO SUL,RIO GRANDE DO SUL,TRES TENTOS,BIODIESEL,0
57,2005,MAR,REGIÃO SUL,RIO GRANDE DO SUL,OLFAR,BIODIESEL,0
58,2005,MAR,REGIÃO SUL,RIO GRANDE DO SUL,OLEOPLAN,BIODIESEL,0
59,2005,MAR,REGIÃO SUL,PARANÁ,POTENCIAL,BIODIESEL,0
60,2005,MAR,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,0
61,2005,MAR,REGIÃO SUL,PARANÁ,BIOPAR BIOENERGIA,BIODIESEL,0
62,2005,MAR,REGIÃO SUL,PARANÁ,BIOLIX,BIODIESEL,0
63,2005,MAR,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,0
64,2005,MAR,REGIÃO SUL,PARANÁ,BIGFRANGO,BIODIESEL,0
65,2005,MAR,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,0
66,2005,MAR,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS,BIODIESEL,0
67,2005,MAR,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,0
68,2005,MAR,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (ROSARIO DO SUL),BIODIESEL,0
69,2005,MAR,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,0
70,2005,MAR,REGIÃO SUL,RIO GRANDE DO SUL,BRASIL ECODIESEL (ROSARIO DO SUL),BIODIESEL,0
71,2005,JUN,REGIÃO SUL,RIO GRANDE DO SUL,GRANOL (CACHOEIRA DO SUL),BIODIESEL,0
72,2005,JUN,REGIÃO SUL,RIO GRANDE DO SUL,FUGA,BIODIESEL,0
73,2005,JUN,REGIÃO SUL,SANTA CATARINA,SEARA,BIODIESEL,0
74,2005,JUN,REGIÃO SUL,RIO GRANDE DO SUL,TRES TENTOS,BIODIESEL,0
75,2005,JUN,REGIÃO SUL,RIO GRANDE DO SUL,OLFAR,BIODIESEL,0
76,2005,JUN,REGIÃO SUL,RIO GRANDE DO SUL,OLEOPLAN,BIODIESEL,0
77,2005,JUN,REGIÃO SUL,PARANÁ,POTENCIAL,BIODIESEL,0
78,2005,JUN,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,0
79,2005,JUN,REGIÃO SUL,PARANÁ,BIOPAR BIOENERGIA,BIODIESEL,0
80,2005,JUN,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,0
81,2005,JUN,REGIÃO SUL,PARANÁ,BIGFRANGO,BIODIESEL,0
82,2005,JUN,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,0
83,2005,JUN,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,0
84,2005,JUN,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS,BIODIESEL,0
85,2005,JUN,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (ROSARIO DO SUL),BIODIESEL,0
86,2005,JUN,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,0
87,2005,JUN,REGIÃO SUL,RIO GRANDE DO SUL,BRASIL ECODIESEL (ROSARIO DO SUL),BIODIESEL,0
88,2005,SET,REGIÃO SUL,RIO GRANDE DO SUL,GRANOL (CACHOEIRA DO SUL),BIODIESEL,0
89,2005,SET,REGIÃO SUL,RIO GRANDE DO SUL,FUGA,BIODIESEL,0
90,2005,SET,REGIÃO SUL,SANTA CATARINA,SEARA,BIODIESEL,0
91,2005,SET,REGIÃO SUL,RIO GRANDE DO SUL,TRES TENTOS,BIODIESEL,0
92,2005,SET,REGIÃO SUL,RIO GRANDE DO SUL,OLFAR,BIODIESEL,0
93,2005,SET,REGIÃO SUL,RIO GRANDE DO SUL,OLEOPLAN,BIODIESEL,0
94,2005,SET,REGIÃO SUL,PARANÁ,POTENCIAL,BIODIESEL,0
95,2005,SET,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,0
96,2005,SET,REGIÃO SUL,PARANÁ,BIOPAR BIOENERGIA,BIODIESEL,0
97,2005,SET,REGIÃO SUL,PARANÁ,BIOLIX,BIODIESEL,0
98,2005,SET,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,0
99,2005,SET,REGIÃO SUL,PARANÁ,BIGFRANGO,BIODIESEL,0
100,2005,SET,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,0
101,2005,SET,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,0
102,2005,SET,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS,BIODIESEL,0
103,2005,SET,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (ROSARIO DO SUL),BIODIESEL,0
104,2005,SET,REGIÃO SUL,RIO GRANDE DO SUL,BRASIL ECODIESEL (ROSARIO DO SUL),BIODIESEL,0
105,2005,SET,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,0
106,2005,OUT,REGIÃO SUL,RIO GRANDE DO SUL,GRANOL (CACHOEIRA DO SUL),BIODIESEL,0
107,2005,OUT,REGIÃO SUL,RIO GRANDE DO SUL,FUGA,BIODIESEL,0
108,2005,OUT,REGIÃO SUL,SANTA CATARINA,SEARA,BIODIESEL,0
109,2005,OUT,REGIÃO SUL,RIO GRANDE DO SUL,TRES TENTOS,BIODIESEL,0
110,2005,OUT,REGIÃO SUL,PARANÁ,POTENCIAL,BIODIESEL,0
111,2005,OUT,REGIÃO SUL,RIO GRANDE DO SUL,OLFAR,BIODIESEL,0
112,2005,OUT,REGIÃO SUL,RIO GRANDE DO SUL,OLEOPLAN,BIODIESEL,0
113,2005,OUT,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,0
114,2005,OUT,REGIÃO SUL,PARANÁ,BIOPAR BIOENERGIA,BIODIESEL,0
115,2005,OUT,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,0
116,2005,OUT,REGIÃO SUL,PARANÁ,BIGFRANGO,BIODIESEL,0
117,2005,OUT,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,0
118,2005,OUT,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,0
119,2005,OUT,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS,BIODIESEL,0
120,2005,OUT,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (ROSARIO DO SUL),BIODIESEL,0
121,2005,OUT,REGIÃO SUL,RIO GRANDE DO SUL,BRASIL ECODIESEL (ROSARIO DO SUL),BIODIESEL,0
122,2005,OUT,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,0
123,2005,JUL,REGIÃO SUL,RIO GRANDE DO SUL,GRANOL (CACHOEIRA DO SUL),BIODIESEL,0
124,2005,JUL,REGIÃO SUL,RIO GRANDE DO SUL,FUGA,BIODIESEL,0
125,2005,JUL,REGIÃO SUL,SANTA CATARINA,SEARA,BIODIESEL,0
126,2005,JUL,REGIÃO SUL,RIO GRANDE DO SUL,TRES TENTOS,BIODIESEL,0
127,2005,JUL,REGIÃO SUL,RIO GRANDE DO SUL,OLFAR,BIODIESEL,0
128,2005,JUL,REGIÃO SUL,RIO GRANDE DO SUL,OLEOPLAN,BIODIESEL,0
129,2005,JUL,REGIÃO SUL,PARANÁ,POTENCIAL,BIODIESEL,0
130,2005,JUL,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,0
131,2005,JUL,REGIÃO SUL,PARANÁ,BIOPAR BIOENERGIA,BIODIESEL,0
132,2005,JUL,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,0
133,2005,JUL,REGIÃO SUL,PARANÁ,BIGFRANGO,BIODIESEL,0
134,2005,JUL,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,0
135,2005,JUL,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,0
136,2005,JUL,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS,BIODIESEL,0
137,2005,JUL,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (ROSARIO DO SUL),BIODIESEL,0
138,2005,JUL,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,0
139,2005,JUL,REGIÃO SUL,RIO GRANDE DO SUL,BRASIL ECODIESEL (ROSARIO DO SUL),BIODIESEL,0
140,2005,AGO,REGIÃO SUL,RIO GRANDE DO SUL,GRANOL (CACHOEIRA DO SUL),BIODIESEL,0
141,2005,AGO,REGIÃO SUL,RIO GRANDE DO SUL,FUGA,BIODIESEL,0
142,2005,AGO,REGIÃO SUL,SANTA CATARINA,SEARA,BIODIESEL,0
143,2005,AGO,REGIÃO SUL,RIO GRANDE DO SUL,TRES TENTOS,BIODIESEL,0
144,2005,AGO,REGIÃO SUL,RIO GRANDE DO SUL,OLFAR,BIODIESEL,0
145,2005,AGO,REGIÃO SUL,RIO GRANDE DO SUL,OLEOPLAN,BIODIESEL,0
146,2005,AGO,REGIÃO SUL,PARANÁ,POTENCIAL,BIODIESEL,0
147,2005,AGO,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,0
148,2005,AGO,REGIÃO SUL,PARANÁ,BIOPAR BIOENERGIA,BIODIESEL,0
149,2005,AGO,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,0
150,2005,AGO,REGIÃO SUL,PARANÁ,BIGFRANGO,BIODIESEL,0
151,2005,AGO,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,0
152,2005,AGO,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,0
153,2005,AGO,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS,BIODIESEL,0
154,2005,AGO,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (ROSARIO DO SUL),BIODIESEL,0
155,2005,AGO,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,0
156,2005,AGO,REGIÃO SUL,RIO GRANDE DO SUL,BRASIL ECODIESEL (ROSARIO DO SUL),BIODIESEL,0
157,2005,JUL,REGIÃO SUDESTE,RIO DE JANEIRO,GRAN-VALLE,BIODIESEL,0
158,2005,JUL,REGIÃO SUDESTE,SÃO PAULO,GRANOL (CAMPINAS),BIODIESEL,0
159,2005,JUL,REGIÃO SUDESTE,SÃO PAULO,FRIGOL,BIODIESEL,0
160,2005,JUL,REGIÃO SUDESTE,SÃO PAULO,INNOVATTI,BIODIESEL,0
161,2005,JUL,REGIÃO SUDESTE,RIO DE JANEIRO,CESBRA,BIODIESEL,0
162,2005,JUL,REGIÃO SUDESTE,SÃO PAULO,FERTIBOM,BIODIESEL,0
163,2005,JUL,REGIÃO SUDESTE,SÃO PAULO,SP Bio,BIODIESEL,0
164,2005,JUL,REGIÃO SUDESTE,SÃO PAULO,PRISMA,BIODIESEL,0
165,2005,JUL,REGIÃO SUDESTE,SÃO PAULO,BIOCAPITAL,BIODIESEL,0
166,2005,JUL,REGIÃO SUDESTE,SÃO PAULO,ORLANDIA,BIODIESEL,0
167,2005,JUL,REGIÃO SUDESTE,RIO DE JANEIRO,OLFAR,BIODIESEL,0
168,2005,JUL,REGIÃO SUDESTE,MINAS GERAIS,PETROBRAS (MONTES CLAROS),BIODIESEL,0
169,2005,JUL,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
170,2005,JUL,REGIÃO SUDESTE,MINAS GERAIS,B 100 (EX-BIOMINAS),BIODIESEL,0
171,2005,JUL,REGIÃO SUDESTE,MINAS GERAIS,ABDIESEL,BIODIESEL,0
172,2005,JUL,REGIÃO SUDESTE,SÃO PAULO,BIOVERDE (EX-BIOPETROSUL),BIODIESEL,0
173,2005,JUL,REGIÃO SUDESTE,SÃO PAULO,BIO PETRO,BIODIESEL,0
174,2005,JUL,REGIÃO SUDESTE,MINAS GERAIS,BIOSEP,BIODIESEL,0
175,2005,AGO,REGIÃO SUDESTE,RIO DE JANEIRO,GRAN-VALLE,BIODIESEL,0
176,2005,AGO,REGIÃO SUDESTE,SÃO PAULO,GRANOL (CAMPINAS),BIODIESEL,0
177,2005,AGO,REGIÃO SUDESTE,SÃO PAULO,FRIGOL,BIODIESEL,0
178,2005,AGO,REGIÃO SUDESTE,SÃO PAULO,INNOVATTI,BIODIESEL,0
179,2005,AGO,REGIÃO SUDESTE,RIO DE JANEIRO,CESBRA,BIODIESEL,0
180,2005,AGO,REGIÃO SUDESTE,SÃO PAULO,FERTIBOM,BIODIESEL,0
181,2005,AGO,REGIÃO SUDESTE,SÃO PAULO,SP Bio,BIODIESEL,0
182,2005,AGO,REGIÃO SUDESTE,SÃO PAULO,PRISMA,BIODIESEL,0
183,2005,AGO,REGIÃO SUDESTE,SÃO PAULO,BIOCAPITAL,BIODIESEL,0
184,2005,AGO,REGIÃO SUDESTE,RIO DE JANEIRO,OLFAR,BIODIESEL,0
185,2005,AGO,REGIÃO SUDESTE,SÃO PAULO,ORLANDIA,BIODIESEL,0
186,2005,AGO,REGIÃO SUDESTE,MINAS GERAIS,PETROBRAS (MONTES CLAROS),BIODIESEL,0
187,2005,AGO,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
188,2005,AGO,REGIÃO SUDESTE,MINAS GERAIS,B 100 (EX-BIOMINAS),BIODIESEL,0
189,2005,AGO,REGIÃO SUDESTE,MINAS GERAIS,ABDIESEL,BIODIESEL,0
190,2005,AGO,REGIÃO SUDESTE,SÃO PAULO,BIOVERDE (EX-BIOPETROSUL),BIODIESEL,0
191,2005,AGO,REGIÃO SUDESTE,SÃO PAULO,BIO PETRO,BIODIESEL,0
192,2005,AGO,REGIÃO SUDESTE,MINAS GERAIS,BIOSEP,BIODIESEL,0
193,2005,MAI,REGIÃO SUDESTE,RIO DE JANEIRO,GRAN-VALLE,BIODIESEL,0
194,2005,MAI,REGIÃO SUDESTE,SÃO PAULO,GRANOL (CAMPINAS),BIODIESEL,0
195,2005,MAI,REGIÃO SUDESTE,SÃO PAULO,FRIGOL,BIODIESEL,0
196,2005,MAI,REGIÃO SUDESTE,SÃO PAULO,INNOVATTI,BIODIESEL,0
197,2005,MAI,REGIÃO SUDESTE,RIO DE JANEIRO,CESBRA,BIODIESEL,0
198,2005,MAI,REGIÃO SUDESTE,SÃO PAULO,FERTIBOM,BIODIESEL,0
199,2005,MAI,REGIÃO SUDESTE,SÃO PAULO,SP Bio,BIODIESEL,0
200,2005,MAI,REGIÃO SUDESTE,SÃO PAULO,PRISMA,BIODIESEL,0
201,2005,MAI,REGIÃO SUDESTE,SÃO PAULO,BIOCAPITAL,BIODIESEL,0
202,2005,MAI,REGIÃO SUDESTE,SÃO PAULO,ORLANDIA,BIODIESEL,0
203,2005,MAI,REGIÃO SUDESTE,RIO DE JANEIRO,OLFAR,BIODIESEL,0
204,2005,MAI,REGIÃO SUDESTE,MINAS GERAIS,PETROBRAS (MONTES CLAROS),BIODIESEL,0
205,2005,MAI,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
206,2005,MAI,REGIÃO SUDESTE,MINAS GERAIS,B 100 (EX-BIOMINAS),BIODIESEL,0
207,2005,MAI,REGIÃO SUDESTE,MINAS GERAIS,ABDIESEL,BIODIESEL,0
208,2005,MAI,REGIÃO SUDESTE,SÃO PAULO,BIOVERDE (EX-BIOPETROSUL),BIODIESEL,0
209,2005,MAI,REGIÃO SUDESTE,SÃO PAULO,BIO PETRO,BIODIESEL,0
210,2005,MAI,REGIÃO SUDESTE,MINAS GERAIS,BIOSEP,BIODIESEL,0
211,2005,JUN,REGIÃO SUDESTE,RIO DE JANEIRO,GRAN-VALLE,BIODIESEL,0
212,2005,JUN,REGIÃO SUDESTE,SÃO PAULO,GRANOL (CAMPINAS),BIODIESEL,0
213,2005,JUN,REGIÃO SUDESTE,SÃO PAULO,FRIGOL,BIODIESEL,0
214,2005,JUN,REGIÃO SUDESTE,SÃO PAULO,INNOVATTI,BIODIESEL,0
215,2005,JUN,REGIÃO SUDESTE,RIO DE JANEIRO,CESBRA,BIODIESEL,0
216,2005,JUN,REGIÃO SUDESTE,SÃO PAULO,FERTIBOM,BIODIESEL,0
217,2005,JUN,REGIÃO SUDESTE,SÃO PAULO,SP Bio,BIODIESEL,0
218,2005,JUN,REGIÃO SUDESTE,MINAS GERAIS,SOYMINAS,BIODIESEL,0
219,2005,JUN,REGIÃO SUDESTE,SÃO PAULO,PRISMA,BIODIESEL,0
220,2005,JUN,REGIÃO SUDESTE,SÃO PAULO,BIOCAPITAL,BIODIESEL,0
221,2005,JUN,REGIÃO SUDESTE,SÃO PAULO,ORLANDIA,BIODIESEL,0
222,2005,JUN,REGIÃO SUDESTE,RIO DE JANEIRO,OLFAR,BIODIESEL,0
223,2005,JUN,REGIÃO SUDESTE,MINAS GERAIS,PETROBRAS (MONTES CLAROS),BIODIESEL,0
224,2005,JUN,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
225,2005,JUN,REGIÃO SUDESTE,MINAS GERAIS,B 100 (EX-BIOMINAS),BIODIESEL,0
226,2005,JUN,REGIÃO SUDESTE,MINAS GERAIS,ABDIESEL,BIODIESEL,0
227,2005,JUN,REGIÃO SUDESTE,SÃO PAULO,BIOVERDE (EX-BIOPETROSUL),BIODIESEL,0
228,2005,JUN,REGIÃO SUDESTE,SÃO PAULO,BIO PETRO,BIODIESEL,0
229,2005,JUN,REGIÃO SUDESTE,MINAS GERAIS,BIOSEP,BIODIESEL,0
230,2005,SET,REGIÃO SUDESTE,RIO DE JANEIRO,GRAN-VALLE,BIODIESEL,0
231,2005,SET,REGIÃO SUDESTE,SÃO PAULO,GRANOL (CAMPINAS),BIODIESEL,0
232,2005,SET,REGIÃO SUDESTE,SÃO PAULO,FRIGOL,BIODIESEL,0
233,2005,SET,REGIÃO SUDESTE,SÃO PAULO,INNOVATTI,BIODIESEL,0
234,2005,SET,REGIÃO SUDESTE,RIO DE JANEIRO,CESBRA,BIODIESEL,0
235,2005,SET,REGIÃO SUDESTE,SÃO PAULO,FERTIBOM,BIODIESEL,0
236,2005,SET,REGIÃO SUDESTE,SÃO PAULO,SP Bio,BIODIESEL,0
237,2005,SET,REGIÃO SUDESTE,MINAS GERAIS,SOYMINAS,BIODIESEL,0
238,2005,SET,REGIÃO SUDESTE,SÃO PAULO,PRISMA,BIODIESEL,0
239,2005,SET,REGIÃO SUDESTE,SÃO PAULO,BIOCAPITAL,BIODIESEL,0
240,2005,SET,REGIÃO SUDESTE,RIO DE JANEIRO,OLFAR,BIODIESEL,0
241,2005,SET,REGIÃO SUDESTE,MINAS GERAIS,PETROBRAS (MONTES CLAROS),BIODIESEL,0
242,2005,SET,REGIÃO SUDESTE,SÃO PAULO,ORLANDIA,BIODIESEL,0
243,2005,SET,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
244,2005,SET,REGIÃO SUDESTE,MINAS GERAIS,B 100 (EX-BIOMINAS),BIODIESEL,0
245,2005,SET,REGIÃO SUDESTE,MINAS GERAIS,ABDIESEL,BIODIESEL,0
246,2005,SET,REGIÃO SUDESTE,SÃO PAULO,BIOVERDE (EX-BIOPETROSUL),BIODIESEL,0
247,2005,SET,REGIÃO SUDESTE,SÃO PAULO,BIO PETRO,BIODIESEL,0
248,2005,SET,REGIÃO SUDESTE,MINAS GERAIS,BIOSEP,BIODIESEL,0
249,2005,DEZ,REGIÃO SUDESTE,RIO DE JANEIRO,GRAN-VALLE,BIODIESEL,0
250,2005,DEZ,REGIÃO SUDESTE,SÃO PAULO,GRANOL (CAMPINAS),BIODIESEL,0
251,2005,DEZ,REGIÃO SUDESTE,SÃO PAULO,FRIGOL,BIODIESEL,0
252,2005,DEZ,REGIÃO SUDESTE,SÃO PAULO,INNOVATTI,BIODIESEL,0
253,2005,DEZ,REGIÃO SUDESTE,RIO DE JANEIRO,CESBRA,BIODIESEL,0
254,2005,DEZ,REGIÃO SUDESTE,SÃO PAULO,FERTIBOM,BIODIESEL,0
255,2005,DEZ,REGIÃO SUDESTE,SÃO PAULO,BIOCAPITAL,BIODIESEL,0
256,2005,DEZ,REGIÃO SUDESTE,MINAS GERAIS,SOYMINAS,BIODIESEL,0
257,2005,DEZ,REGIÃO SUDESTE,SÃO PAULO,PRISMA,BIODIESEL,0
258,2005,DEZ,REGIÃO SUDESTE,SÃO PAULO,SP Bio,BIODIESEL,0
259,2005,DEZ,REGIÃO SUDESTE,RIO DE JANEIRO,OLFAR,BIODIESEL,0
260,2005,DEZ,REGIÃO SUDESTE,MINAS GERAIS,PETROBRAS (MONTES CLAROS),BIODIESEL,0
261,2005,DEZ,REGIÃO SUDESTE,SÃO PAULO,ORLANDIA,BIODIESEL,0
262,2005,DEZ,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,0
263,2005,DEZ,REGIÃO SUDESTE,MINAS GERAIS,B 100 (EX-BIOMINAS),BIODIESEL,0
264,2005,DEZ,REGIÃO SUDESTE,MINAS GERAIS,ABDIESEL,BIODIESEL,0
265,2005,DEZ,REGIÃO SUDESTE,SÃO PAULO,BIOVERDE (EX-BIOPETROSUL),BIODIESEL,0
266,2005,DEZ,REGIÃO SUDESTE,SÃO PAULO,BIO PETRO,BIODIESEL,0
267,2005,DEZ,REGIÃO SUDESTE,MINAS GERAIS,BIOSEP,BIODIESEL,0
